,p_prism,aet_ssebop,aet_modis,pet_modis,tc_sm,dmet_swe,swe_lrm,Sres,qout_km3
2011-02-28,0.2396798560041835,0.133881,0.04148891598079532,0.09202671708445298,0.4203668305783467,0.036031594693914724,3.5087120678672963,0.1295400696,0.06777981739008002
2011-03-31,0.5583588127014701,0.6354299999999999,0.052926364300096444,0.09844257530083096,0.42050732751370046,0.12625758939241807,7.074817726880776,0.1365030642,0.28963247625216004
2011-04-30,0.06955081881995796,1.2955729999999999,0.0601762568718868,0.12408063625399116,0.37428383578232477,0.16099316063479607,5.139009309312329,0.14765742384,0.15934520309760003
2011-05-31,0.1320166845301784,2.310962,0.11088090787642513,0.24934929412743242,0.3165395953519436,0.1374517131588722,2.8651965497545904,0.14471434056,0.09952408286208
2011-06-30,0.10585331582428542,2.596209,0.13165172756375387,0.3415941688615123,0.2198777038285804,0.10916877281046312,0.0,0.14632279848,0.06928445887488
2011-07-31,0.00029556904901081394,2.6964349999999997,0.11351161999420108,0.3916866615358908,0.12911668359007375,0.05509432450837966,0.0,0.15387786348,0.020467038707712003
2011-08-31,0.0,1.9457099999999998,0.06815563145690076,0.35938878329045554,0.09483543136376471,0.016664093709668162,0.0,0.15822341352,0.005014492987392002
2011-09-30,0.008343769554692805,1.190616,0.05906489831066515,0.24849442783004141,0.07572784815565806,0.0014101831739918064,0.0,0.15976773048,0.0027213215016960004
2011-10-31,0.12246078653611976,0.413056,0.05179490538209841,0.1442889716565397,0.07151294009504629,0.0002742753028131034,0.0,0.14820138852,0.0047786434928639996
2011-11-30,0.05323838779205139,0.189216,0.036266559207985605,0.09951211845850741,0.10143878732538981,0.00337334417889043,0.0,0.14350429668,0.004423401308160001
2011-12-31,0.00248976741376637,0.040763,0.02675428830703194,0.08768722839274765,0.09680238845871687,0.0001746032034080584,0.40510177917964757,0.13079081832,0.004028280007679999
2012-01-31,0.20568060829490217,0.083797,0.02826035441320657,0.09190702765078614,0.23758031768314988,0.03918538494370961,0.9418682323619724,0.12665125944,0.010099202577408
2012-02-29,0.06517836531256269,0.182839,0.04030931519923377,0.11022785864318776,0.2586548579862087,0.0494250589999281,1.2705119204614312,0.13268297664,0.006985206346752
2012-03-31,0.36401491974013395,0.6736409999999999,0.03988124262588297,0.0934587424790314,0.3475894180651169,0.07857485017552039,2.701133712960407,0.1371568086,0.05928042792960002
2012-04-30,0.2274352442385979,0.7392259999999999,0.10095183306735356,0.2393088366774635,0.37203588481666516,0.0890073682594271,0.9139461454564006,0.14424685164,0.08511133003776002
2012-05-31,0.012210138720265698,1.645992,0.0947064742272096,0.2538538508641037,0.24699361235184944,0.0600884657547576,0.0,0.15827028576,0.028725196216320015
2012-06-30,0.027919245726351932,2.025057,0.11368337936856526,0.37654870776205857,0.14386886180221492,0.0300609465802635,0.0,0.16384438188,0.006713392250880002
2012-07-31,0.006946666223730208,2.191642,0.06930713453542116,0.3912050668293221,0.1012982903900361,0.00966075742667893,0.0,0.16427116596,0.002377822860288
2012-08-31,0.0025870206944502367,1.572859,0.04124453487029366,0.35816609893938445,0.07938076847485491,0.0005678919450562407,0.0,0.15816420648,0.0009481443268608
2012-09-30,0.0025918531080159108,0.8538049999999999,0.054792350627050394,0.2798150389015291,0.06561206881018981,9.146936372474719e-08,0.0,0.15426887664,0.0008402015913984003
2012-10-31,0.08008542740738715,0.21512799999999999,0.05799055212921634,0.16234413445590612,0.05676076188290512,0.0006176394630239127,0.0,0.1574660568,0.0014540708514816
2012-11-30,0.2454078248240468,0.107316,0.02427526061221316,0.058543796447994234,0.2655392078185412,0.006402718235398366,0.46769970598937455,0.14579486904,0.005556408579072001
2012-12-31,0.48953586859110915,0.055837,0.028562188609374716,0.05038535181141949,0.4124990021985381,0.022209994833135203,0.6376716221495663,0.13698042096,0.07686638401536
2013-01-31,0.04546729368100868,0.269516,0.03423648229140406,0.0840286374709913,0.41081303897429344,0.008476465494290196,3.1973323277384047,0.15098905332,0.022523137413120006
2013-02-28,0.026622153729623965,0.29625999999999997,0.04804511192254309,0.1234593009407567,0.39999477495205643,0.010623953894364546,3.1085460259988906,0.14401249044,0.01525192685568
2013-03-31,0.11236870568417982,0.58788,0.07410413010431696,0.17335407927212568,0.3872095538348675,0.008604330546902558,1.3566982203578886,0.14612790864,0.02289746285568
2013-04-30,0.0650054204522304,0.6063339999999999,0.08373708942879539,0.22068681066715343,0.32946531340448626,0.0029867490225958452,0.12816702321326376,0.15748949292,0.022939054571520002
2013-05-31,0.0468381373864155,1.493385,0.11088003196059104,0.32102173597601436,0.23153894946293962,0.0002322731680336195,0.0,0.16367292816,0.007669267743744003
2013-06-30,0.04118715213673859,1.6627239999999999,0.09149490578859454,0.37337662106811353,0.1371250089052361,0.0,0.0,0.16564279572,0.00266431638528
