,p_prism,aet_ssebop,aet_modis,pet_modis,tc_sm,dmet_swe,swe_lrm,Sres,Sres_outlet
1997-01-31,,,,,,,,0.11265866232,0.53600503356
1997-02-28,,,,,,,,0.05379576324,0.48668186880000003
1997-03-31,,,,,,,,0.04427699808,0.43532469552
1997-04-30,,,,,,,,0.10942447776,0.4875144678
1997-05-31,,,,,,,,0.17690816856,0.59334951876
1997-06-30,,,,,,,,0.12894429876,0.59399956272
1997-07-31,,,,,,,,0.05237479428,0.50620415676
1997-08-31,,,,,,,,0.0106757694,0.40850267292
1997-09-30,,,,,,,,0.0125876634,0.3649620624
1997-10-31,,,,,,,,0.00924739956,0.33313457796
1997-11-30,,,,,,,,0.0131550642,0.30236171892
1997-12-31,,,,,,,,0.00832475652,0.29914850352
1998-01-31,,,,,,,,0.01150343448,0.29850709392
1998-02-28,,,,,,,,0.06131135688,0.35019854028
1998-03-31,,,,,,,,0.08145655224,0.41427782628
1998-04-30,,,,,,,,0.11803910208,0.4813594026
1998-05-31,,,,,,,,0.08861567016,0.56177983164
1998-06-30,,,,,,,,0.18118464372,0.66085787916
1998-07-31,,,,,,,,0.1765541598,0.68203673076
1998-08-31,,,,,,,,0.10233443472,0.53787005532
1998-09-30,,,,,,,,0.0353823738,0.45197297508
1998-10-31,,,,,,,,0.02712915912,0.37849210452
1998-11-30,,,,,,,,0.01237303788,0.3021779304
1998-12-31,,,,,,,,0.0106757694,0.30199414188
1999-01-31,,,,,,,,0.0136484562,0.30670726896
1999-02-28,,,,,,,,0.012337266960000001,0.3020854194
1999-03-31,,,,,,,,0.03806642628,0.31080735648
1999-04-30,,,,,,,,0.08241126576,0.33998162544
1999-05-31,,,,,,,,0.16791239892,0.40395729912
1999-06-30,,,,,,,,0.14020473768,0.40029633048
1999-07-31,,,,,,,,0.05179629216,0.33342691272
1999-08-31,,,,,,,,0.00759947028,0.26699784732
1999-09-30,,,,,,,,0.00721215756,0.23091609036
1999-10-31,,,,,,,,0.00688528536,0.21519415428
1999-11-30,,,,,,,,0.01062766368,0.2144466654
1999-12-31,,,,,,,,0.01419612132,0.20887997016
2000-01-31,,0.005836999999999999,,,,,,0.02753004012,0.20675221716
2000-02-29,,0.0214,,,,,,0.04495171164,0.22056225924
2000-03-31,,0.101755,,,,,,0.05292739332,0.23843538444
2000-04-30,,0.10352299999999999,,,,,,0.11083557888,0.26003115228
2000-05-31,,0.179428,,,,,,0.17617671492,0.35240153556
2000-06-30,,0.195901,,,,,,0.13571610396,0.34382884956
2000-07-31,,0.23598,,,,,,0.0481735614,0.26579890476
2000-08-31,,0.176803,,,,,,0.00940775196,0.20449371528
2000-09-30,,0.119659,,,,,,0.01007506464,0.17955028272
2000-10-31,,0.028693999999999997,,,,,0.03498590218182654,0.01507805952,0.16703416116
2000-11-30,,0.012414999999999999,,,,,0.038312900420511144,0.01480916088,0.16582781772
2000-12-31,,0.000908,,,,,0.045259258006843994,0.01058695884,0.1597603296
2001-01-31,0.604549868125364,0.005869,0.09269505896090413,0.4406488274058954,0.249348720166149,0.4098352857329924,0.21610821574367584,0.01850960088,0.16056455856
2001-02-28,0.8146583433814529,0.015406999999999999,0.07040023402479968,0.17962266905853916,0.32173935387507446,0.6286249417569351,0.44670103564485913,0.03460774836,0.16149706944
2001-03-31,0.15644282799294154,0.075372,0.1251045465803379,0.5913289344555763,0.3760196472791843,0.7654485503595534,0.33160726880840957,0.06171963876,0.17237142912
2001-04-30,0.48559786279349415,0.109625,0.10005951267957047,0.563357176484224,0.36328548164869023,0.8160533483371226,0.2411479960372672,0.12169020288,0.2048563584
2001-05-31,0.016298202655671633,0.126725,0.14034896744750117,1.4322292941252492,0.3202968602142118,0.7541801992638396,0.0,0.17220984324,0.30043008924
2001-06-30,9.548451428609235e-05,0.229755,0.08199870072007162,1.0445020593794248,0.17959387614669806,0.578700542687781,0.0,0.11707452072,0.25384031616
2001-07-31,0.13544793630050722,0.242412,0.14345982038657334,1.5095310873122565,0.1272596371857569,0.42080803138934186,0.0,0.01846026168,0.20030851764
2001-08-31,5.121735261639431e-05,0.14918599999999999,0.087034826393648,1.5092724624939953,0.10081369595984313,0.2908908746671375,0.0,0.0070678404,0.1548695814
2001-09-30,0.00514604489914829,0.099552,0.09185397686087961,1.2825074446255793,0.08402895836260393,0.2033765390506722,0.0,0.00543594636,0.1342766328
2001-10-31,0.0876593378413097,0.015844,0.05373796668527208,0.6953660550984845,0.0728608877427451,0.15521583381212836,0.0,0.00501532968,0.12288174456
2001-11-30,0.5516548815670342,0.0049629999999999995,0.08586672925657425,0.46806136806690535,0.22520800675237648,0.17505963037989838,0.10794341639592314,0.01670501964,0.12386482812
2001-12-31,0.8208663741778744,0.006847,0.06776641568368263,0.20675812114389197,0.31334520001556077,0.3903083634105166,0.3523441384918988,0.02736228684,0.13063416636
2002-01-31,0.33868492583835197,0.00278,0.06362232827197857,0.3730077713883251,0.3168765704473098,0.2324605637868032,0.4057513937160839,0.02576616372,0.13258306476
2002-02-28,0.07820113671693692,0.009897999999999999,0.06656131311390859,0.5563244061177154,0.31114278748963137,0.2509880272780679,0.4811762005053461,0.0219374418,0.13274588412
2002-03-31,0.42702994992855947,0.065854,0.09277282965267122,0.5996271199538452,0.30269633093069803,0.2816547929362393,0.4683515541516245,0.05484422124,0.13726412136
2002-04-30,0.11117049180256626,0.099733,0.10962889070678934,0.7053759899722104,0.29762702692592946,0.2697472422097289,0.20826762022112966,0.12339487224,0.17185213404
2002-05-31,0.10536720793613961,0.213948,0.13828053600869922,1.2702356564163855,0.22856593832859606,0.236109880982719,0.0,0.16941724452,0.21050322984
2002-06-30,0.006804874251577152,0.217714,0.1311501445612857,1.5986688325646528,0.17324612682290197,0.16770211572740845,0.0,0.12496879272,0.21429618084
2002-07-31,0.009222863636913214,0.20804199999999998,0.09477918812815135,1.5586109399329218,0.10793432478418825,0.09425890914969902,0.0,0.03669726348,0.16305742164
2002-08-31,0.0015704314014859104,0.187044,0.06910679694990338,1.444875171058331,0.0855937133146353,0.04681637808397602,0.0,0.01216087932,0.12485407908
2002-09-30,0.00878237259416094,0.08510999999999999,0.07944587571576436,1.2169202273332758,0.07243377092166274,0.02632399840427099,0.0,0.0109656372,0.10986976404
2002-10-31,0.0038240628724736225,0.040024,0.05077951877923529,0.670720399940145,0.06306178207021176,0.019877589261248527,0.0,0.01091999844,0.10155980928
2002-11-30,1.1002435577302208,0.007114,0.06999834354111867,0.5636830935792884,0.1901924576717804,0.037364138462930754,0.0746562263453634,0.01497814764,0.16595486616
2002-12-31,0.666455907730808,0.004125,0.07056809762447488,0.20500240392460983,0.3575798601286275,0.13607031750787915,0.3599861543942243,0.01598096688,0.17049407256
2003-01-31,0.07945505540860077,0.002879,0.0653730406060307,0.41179847719932083,0.3396650848015059,0.24054733066960415,0.30559675755305216,0.01987629672,0.17518006308
2003-02-28,0.413720577703849,0.019743999999999998,0.09044423519143738,0.3391699604164868,0.42539804021860395,0.20478634351647,0.3462298047894274,0.01527541632,0.18705970896
2003-03-31,0.33833290974792785,0.09663899999999999,0.11486062939776205,0.6433253104557658,0.38895139302701176,0.26693623375714604,0.3607854308629903,0.06379805256,0.21459591648
2003-04-30,0.40079775233485393,0.125002,0.136014935731835,0.5556989071553011,0.3907356291915295,0.33499305225467724,0.40905476151063613,0.1241004228,0.25003749732
2003-05-31,0.2322979023233537,0.225677,0.14528502631612872,1.1466739225903848,0.3324586316057099,0.34769457854294117,0.05707535290622036,0.14788931808,0.33342691272
2003-06-30,0.015848954748030275,0.240304,0.14201745422879156,1.5441924448953745,0.2097269707675608,0.24611091352829806,0.0,0.10627170288,0.37474725924
2003-07-31,0.11829490611727689,0.21584399999999998,0.0973029861810076,1.4714844867485548,0.1339886860006902,0.16708636657736625,0.0,0.0176881032,0.30791484588
