,p_prism,aet_ssebop,aet_modis,pet_modis,tc_sm,dmet_swe,swe_lrm,Sres,Sres_outlet
1997-01-31,,,,,,,,1.26409250664,0.07886377728
1997-02-28,,,,,,,,1.03454681256,0.04847329704
1997-03-31,,,,,,,,0.94397114268,0.05013972852
1997-04-30,,,,,,,,1.09193446956,0.06198607044
1997-05-31,,,,,,,,1.4033055264,0.076537434
1997-06-30,,,,,,,,1.36220473932,0.06753673044
1997-07-31,,,,,,,,1.05095086308,0.04449655752
1997-08-31,,,,,,,,0.77543213592,0.02047946844
1997-09-30,,,,,,,,0.67748765652,0.011140791360000001
1997-10-31,,,,,,,,0.67203197448,0.00836546136
1997-11-30,,,,,,,,0.69170228004,0.01334255316
1997-12-31,,,,,,,,0.73656271416,0.00974079156
1998-01-31,,,,,,,,0.82718278932,0.01609568052
1998-02-28,,,,,,,,1.0273531572,0.07335875604
1998-03-31,,,,,,,,1.06207438572,0.07131611316
1998-04-30,,,,,,,,1.01302505352,0.0805585788
1998-05-31,,,,,,,,0.94877554728,0.10058906052
1998-06-30,,,,,,,,1.36455081828,0.11432632728
1998-07-31,,,,,,,,1.5032852478,0.09425267376
1998-08-31,,,,,,,,1.23753691572,0.05430149004
1998-09-30,,,,,,,,1.09066645212,0.02744616348
1998-10-31,,,,,,,,1.02687703392,0.01490783928
1998-11-30,,,,,,,,1.00212602424,0.00916722336
1998-12-31,,,,,,,,0.93783211272,0.01319700252
1999-01-31,,,,,,,,0.93743123172,0.02090871948
1999-02-28,,,,,,,,1.05437006964,0.02449197888
1999-03-31,,,,,,,,1.0622150024400001,0.03397127268
1999-04-30,,,,,,,,1.14536882316,0.04971911184
1999-05-31,,,,,,,,1.37642553024,0.05752087284
1999-06-30,,,,,,,,1.2722359416,0.04712880384
1999-07-31,,,,,,,,0.91936445016,0.0290916258
1999-08-31,,,,,,,,0.70440835752,0.01281832416
1999-09-30,,,,,,,,0.6257875758,0.00886378728
1999-10-31,,,,,,,,0.61584449352,0.00700493292
1999-11-30,,,,,,,,0.6218096028,0.00860722344
1999-12-31,,,,,,,,0.6233822898,0.01059929364
2000-01-31,,0.029938,,,,,,0.663673914,0.0166088082
2000-02-29,,0.057724,,,,,,0.79573274976,0.03769144836
2000-03-31,,0.201204,,,,,,0.91246436304,0.05955611484
2000-04-30,,0.24506499999999998,,,,,,1.09797235416,0.07770430608
2000-05-31,,0.35747999999999996,,,,,,1.46388419616,0.0904572558
2000-06-30,,0.342485,,,,,,1.34900403636,0.07335875604
2000-07-31,,0.393424,,,,,,0.92652603504,0.0343154136
2000-08-31,,0.30766899999999997,,,,,,0.66505047768,0.0124149762
2000-09-30,,0.197038,,,,,,0.60178898892,0.008819382
2000-10-31,,0.051543,,,,,0.16885012513492256,0.57889436664,0.00755629848
2000-11-30,,0.029834999999999997,,,,,0.1793558869186511,0.59260449684,0.00895876524
2000-12-31,,0.003018,,,,,0.23971368375279967,0.60153242508,0.01136528472
2001-01-31,0.12031053556155817,0.026993,0.029502751663105196,0.09876848449872652,0.028381490123796076,0.14146066449858957,0.8294262717748062,0.6192007926,0.0164237862
2001-02-28,0.13603855660727165,0.03337,0.02259938657913142,0.060489325282406324,0.03497005033110588,0.21603832682903346,1.6574127463381736,0.65283902568,0.0248422872
2001-03-31,0.029943496482799183,0.18978199999999998,0.05165644857017466,0.1380707011418728,0.06294609059599059,0.2667135117192446,1.3754505408115223,0.74853857148,0.0375471312
2001-04-30,0.13283693205147953,0.24989499999999998,0.03966247204793904,0.11374202344430932,0.06831830122656628,0.2823962350522466,1.162270237240795,0.93825026244,0.05238836256
2001-05-31,1.974607167350474e-05,0.236067,0.07176157773505121,0.28126669669435,0.08179950903536941,0.26485862315877695,0.0,1.32126553812,0.05650695228
2001-06-30,0.0,0.389945,0.03308627032262088,0.19725771210731705,0.04135588560896,0.20732322121151237,0.0,0.99083351484,0.03895453188
2001-07-31,0.010224457890903359,0.466489,0.05604510680637215,0.28952693519962447,0.027063778082334122,0.15331388310453775,0.0,0.64328942352,0.01800757452
2001-08-31,5.084039799417702e-08,0.254116,0.02729939078085858,0.27792924578294953,0.020576580339752158,0.10728526149304327,0.0,0.50540732868,0.01220651808
2001-09-30,0.00024063612175518267,0.149359,0.03126265011042647,0.22725002285428308,0.016724806680094118,0.07549797646903958,0.0,0.48077843352,0.00895876524
2001-10-31,0.01957016160406809,0.026737,0.018683616009081264,0.1231043403808382,0.014292107526625882,0.05765159541593339,0.0,0.47851993164,0.00614149692
2001-11-30,0.15161678399985304,0.021928,0.020589968958129656,0.08198923261217979,0.05534390574140235,0.0637888957643083,0.5402727344739251,0.50303411316,0.00968775192
2001-12-31,0.20902295018269368,0.024763999999999998,0.015295860271133164,0.04752964909725247,0.06730467657928785,0.13561419582229203,1.5682305877180773,0.56386934676,0.01918308096
2002-01-31,0.08532617371071477,0.014221,0.01802495985265086,0.07626899594332874,0.06852102615602197,0.08112815902675281,1.7253904523616221,0.62256572604,0.0189462528
2002-02-28,0.02166685729180326,0.030409,0.03402656694605051,0.12728429092172447,0.07115645023894589,0.08924464208036606,2.0131357831340284,0.64140713304,0.02605603152
2002-03-31,0.11447888339549694,0.150251,0.03737713009712867,0.11093343734466764,0.07287961213931922,0.09916747923791679,2.1496806153812216,0.66038915676,0.03891382704
2002-04-30,0.028458095907762233,0.21584299999999998,0.04380795002100836,0.13993153926822993,0.07804909784043922,0.09606070175265416,1.2611348088576761,0.83209080624,0.051867834
2002-05-31,0.030146768442822255,0.395893,0.06609440341510794,0.2504779735678731,0.0634529029196298,0.08485593936865723,0.0,0.97898470596,0.05345778972
2002-06-30,0.00018830730468730758,0.346148,0.059156396767026165,0.3036599958913224,0.048147170745725484,0.06120554182203269,0.0,0.81937979484,0.04370342988
2002-07-31,0.0,0.328675,0.03555696938272224,0.2980373382221668,0.026556965758694907,0.034960855387062804,0.0,0.45570671904,0.02471153832
2002-08-31,1.1129655994827052e-05,0.28737799999999997,0.0272900709328038,0.26480667129546975,0.020069768016112943,0.017388880386902356,0.0,0.29815308516,0.01225709076
2002-09-30,7.61606998733084e-06,0.141694,0.028749719675326073,0.21904338976985244,0.016420719285910587,0.009777485121586367,0.0,0.3022766088,0.00760070376
2002-10-31,0.0003598881195502399,0.06564299999999999,0.018286788291398737,0.11022271623522831,0.013988020132442353,0.007383104582749453,0.0,0.29751290904,0.0052484574
2002-11-30,0.23125467820046738,0.02282,0.022420222983647736,0.10212649530213569,0.04662673377480784,0.01386560634986181,0.38533687583311815,0.38228382204,0.01479929304
2002-12-31,0.12631406712723547,0.022978,0.018393966741945624,0.048643042591746954,0.0695346508033004,0.047292307750030176,1.4602258312823253,0.42047236284,0.01425656184
2003-01-31,0.017425808295550606,0.014950999999999999,0.024240376823061495,0.09218644350798601,0.07460277403969255,0.08069680092433167,1.4229356986714412,0.47695094508,0.01728228828
2003-02-28,0.09165819191931311,0.051302,0.028047881692379442,0.07931264392180805,0.08119133424700237,0.0719567784777889,1.625481737294187,0.53758388796,0.02659752924
2003-03-31,0.0877017404568116,0.194186,0.05094392471587245,0.14655710406985914,0.08271177121792,0.09576514887507781,1.7058144790593543,0.63572079024,0.0456017556
2003-04-30,0.13250938942901724,0.273295,0.036126198786916315,0.09029973113129205,0.08423220818883766,0.12034127003326538,1.9745467201183127,0.76224870168,0.06521532108
2003-05-31,0.07258841147353991,0.438534,0.053983373944338976,0.20133960803712395,0.08402948325938196,0.1259302802763568,0.4620746803558595,1.14968476968,0.0904572558
2003-06-30,0.003259925484827043,0.394955,0.06822499483527435,0.2900594156842188,0.05321529398211765,0.09047111150888719,0.0,1.10891578872,0.08018730132
2003-07-31,0.006022671156222225,0.36499699999999996,0.025058591661247482,0.2636161812237702,0.03061146434780863,0.061886822215548955,0.0,0.70631408412,0.03711664668
2003-08-31,0.00403776912643952,0.388841,0.0421571507792657,0.27127091436890705,0.022198379775397646,0.03996358161395095,0.0,0.50857860576,0.0156528612
2003-09-30,0.0037611086726598883,0.155299,0.03192505214780563,0.22628602717989554,0.017738431327372548,0.02566496222640709,0.0,0.41528311248,0.00935224536
2003-10-31,0.0016683284946595281,0.007467,0.018872332917670827,0.13460968361469805,0.01490028231499294,0.015955040416847924,0.0,0.3601206534,0.00547171728
2003-11-30,0.052211594178337296,0.042953,0.019991668965525154,0.07703583019191304,0.029597839700530197,0.02394292282067451,0.19868130927948555,0.36490162188,0.00756493284
2003-12-31,0.1914618007675117,0.03197,0.009323774593237848,0.03567532324635744,0.04855262060463687,0.048712257670572946,1.1558894370142108,0.38758778604,0.01429109928
2004-01-31,0.06562694767498276,0.022505,0.02146811036494563,0.0785331538321713,0.0509853197581051,0.10657354653074522,1.5472835832769052,0.42878971848,0.01373973372
2004-02-29,0.1445692123518359,0.04646,0.02457953696551246,0.0705512143897292,0.05970249172469961,0.13176857480980025,2.4537790098097467,0.48470336688,0.02498290392
2004-03-31,0.03561614052693987,0.126384,0.059338425763294414,0.18138777053855315,0.0789613600229898,0.17450856165754852,1.725171231901288,0.6557858094,0.04211964156
2004-04-30,0.01495115604164059,0.19719299999999998,0.056281738988692584,0.22048363043200364,0.06771012643819921,0.14871981375362966,0.5745218756430914,0.79684904916,0.04860034548
2004-05-31,0.0006551331854745843,0.33030499999999996,0.04363819193292362,0.18237796982751014,0.060310666513066664,0.12235152917469974,0.0,0.97633395744,0.05115488256
2004-06-30,0.0030525293155315805,0.364315,0.05945178676601642,0.2919958167694138,0.04378858476242824,0.08980987980538915,0.0,0.70909188108,0.04176439932
2004-07-31,6.26635590295287e-05,0.355004,0.03472110401949898,0.3030996682309186,0.02503652878777726,0.05549291410162539,0.0,0.39240329196,0.02412440184
2004-08-31,0.0007445598719680504,0.315225,0.024831191014076156,0.2741663423293174,0.019258868298290197,0.029273361029262746,0.0,0.27554463024,0.01102361076
2004-09-30,2.389102688244606e-05,0.152077,0.026339000743496384,0.2221793271179234,0.015812544497543532,0.015261485275701401,0.0,0.25825740804,0.00718748796
2004-10-31,0.09826065270143096,0.063007,0.03023281739028972,0.12201025725288608,0.025746066040872158,0.024510787948757856,0.0,0.27734674452,0.0071788536
2004-11-30,0.03751134446432401,0.073545,0.01896025798144889,0.06290096619181182,0.052303031799567065,0.05172649798138691,0.6683865052114815,0.31383061596,0.00954590172
2004-12-31,0.08309385514127146,0.014596,0.016367706794368723,0.06800883919750592,0.0791640849524455,0.055723487570184124,1.6353404048038647,0.3581655876,0.01272704664
2005-01-31,0.26727054601144523,0.018392,0.023296349325624043,0.06318957595035052,0.08190087150009727,0.12429818157538199,2.8392313294373457,0.51731781156,0.01104704688
2005-02-28,0.05880025144478564,0.051781999999999995,0.028146923446095904,0.0590041061988602,0.08453629558302118,0.14261174157263137,3.6066401180140675,0.61673136564,0.01903012944
2005-03-31,0.1793825814021445,0.216998,0.03504691113078853,0.09940229394136318,0.08585400762448314,0.1702239033336913,3.9934853076748555,0.77858244384,0.03359259432
2005-04-30,0.06900628993767964,0.326576,0.04718242038988799,0.1226617279612393,0.08453629558302118,0.2044316317102217,3.6072418051619097,0.88766031372,0.033995942280000004
2005-05-31,0.09627238970886492,0.497289,0.07638625033782599,0.2080469497862778,0.08534719530084392,0.19614300445610477,1.2800040547072422,1.3004764662,0.04801690944
2005-06-30,0.0008172697890928625,0.537609,0.07425200198558342,0.2762826855044069,0.05291120658793411,0.1682069857845016,0.0,1.50901722936,0.03949479612
2005-07-31,0.004346932519935678,0.40110399999999996,0.02768490628812087,0.3046258988327489,0.031118276671447846,0.13102267847435636,0.0,1.311744306,0.0263779698
2005-08-31,0.0007081313391754146,0.337623,0.028796518691856197,0.2698439997198517,0.022097017310669806,0.09674288308055312,0.0,0.99521360232,0.00779929404
2005-09-30,0.008652443349375379,0.244617,0.04124385045267422,0.20914010495287777,0.017738431327372548,0.07968626961398952,0.0,0.84203758896,0.0061180608
2005-10-31,0.009779417833457668,0.053631,0.026049899093608768,0.10641920137587034,0.015103007244448628,0.072074317548025,0.0,0.7342968114,0.00611065992
2005-11-30,0.016725250045720636,0.006162,0.018081172703327684,0.09961187673742533,0.01388665766771451,0.06728986104203155,0.17812897282494483,0.72650368476,0.00730960248
2005-12-31,0.11521326244439474,0.015453999999999999,0.013350734135161862,0.053520267967295455,0.04905943292827608,0.09435806723618995,1.4440613894361303,0.7876460548800001,0.01373973372
2006-01-31,0.21828227158898578,0.027923999999999997,0.022171827195620233,0.0663780730877855,0.059195679401060394,0.12314987303789816,2.5506352720256924,0.93302524116,0.0136792932
2006-02-28,0.05388160497739792,0.036113,0.0309150145475617,0.1163343054165364,0.05879022954214901,0.12511479932653144,2.788259042376787,0.99849712608,0.01977638484
2006-03-31,0.21540346576793984,0.17673799999999998,0.014567001155491201,0.03632789061631941,0.05909431693633255,0.1967814073330131,3.9995602765902873,1.12913005896,0.03652087584
2006-04-30,0.1792369077768025,0.279091,0.048523521234696,0.11969595181919697,0.07815046030516706,0.25182498717794644,4.1674623297972655,1.17814238676,0.07317743448
2006-05-31,0.017643732290006417,0.449119,0.08405046229653,0.23991192259708044,0.08210359642955294,0.22684816288637621,1.4782239430852788,1.3633901136,0.06107699568
2006-06-30,0.0038209306276734403,0.45480299999999996,0.06109650662534046,0.2940161635337052,0.05007305757555452,0.18779527899982035,0.0,1.51847925444,0.04086765936
2006-07-31,0.006731091284104773,0.441305,0.03501214405864941,0.2899585261503444,0.028178765194340392,0.14089950224498002,0.0,1.30512298536,0.02467083348
2006-08-31,0.0002070272409067109,0.32806599999999997,0.02736867601269821,0.2741846254087387,0.02118475512811922,0.10370777865953008,0.0,0.97121008152,0.01532105508
2006-09-30,0.00012551916508197138,0.184935,0.035801750206427174,0.21008024143548082,0.017231619003733333,0.07995650352874245,0.0,0.79131072396,0.0069321576
2006-10-31,0.010808693506400761,0.11091899999999999,0.026311665718703903,0.11438218664134754,0.014697557385537253,0.06935339517885092,0.0,0.70424800512,0.0072528624
2006-11-30,0.007565123233457197,0.00419,0.01875965978900066,0.09997215380987302,0.013379845344075296,0.063316697880986,0.08017731247952907,0.70651390788,0.00836546136
2006-12-31,0.11251773708757015,0.016309,0.01162147967556654,0.05932570901713608,0.01875205597465098,0.07230364981513805,0.5301700068500941,0.71358914916,0.01165268556
2007-01-31,0.029459003552647956,0.025466,0.015297668576682607,0.08483641849123723,0.01966431815720157,0.0497188256429655,0.6223787000295414,0.7173796332,0.01339682628
2007-02-28,0.11790770825696968,0.039104,0.02511722315971305,0.08450247011594869,0.03061146434780863,0.06780375710725484,1.358694656676096,0.73449910212,0.02060404992
2007-03-31,0.04312901037318032,0.124813,0.052185550535136224,0.17205248171280488,0.049464882787187456,0.11352771596389563,0.9611960436963537,0.80877556728,0.03114537
2007-04-30,0.051697073296618885,0.22161499999999998,0.044024200492948695,0.1404408398739001,0.05463436848830746,0.09981636079369675,0.46528126972927386,0.9477887632800001,0.03945409128
2007-05-31,0.0031564230466050312,0.29891599999999996,0.0673236685442926,0.2661644301620031,0.05301256905266197,0.08640086783476783,0.0,1.05383843976,0.04201972968
2007-06-30,0.0006403502486301425,0.308649,0.04851511069421667,0.3003496688542576,0.038923186455491775,0.05505371052339963,0.0,0.81801679944,0.02655559092
2007-07-31,0.0,0.325994,0.03304038672013934,0.301589352954254,0.02361745428158745,0.02421325340220671,0.0,0.49470935664,0.00752052756
2007-08-31,0.007680976678739423,0.25588299999999997,0.02695453476295166,0.277607316731837,0.01834660611573961,0.007469989650614855,0.0,0.37282426392,0.00583312692
2007-09-30,0.016584722568877393,0.209593,0.039665296653860156,0.2041541356110372,0.01520436970917647,0.0020550646769546222,0.0,0.35940400152,0.0044158584
2007-10-31,0.016324366193645544,0.020617,0.02341285832913251,0.120404821117935,0.013177120414619608,0.0021190834598533567,0.0,0.35465263656,0.00396070428
2007-11-30,0.007361452445497153,0.0041459999999999995,0.01846086183820736,0.11563121030201536,0.012163495767341177,0.0012221237734595704,0.0,0.3583444422,0.0043418496
2007-12-31,0.1182509495347487,0.011597,0.013346683917208184,0.05145394579537014,0.02331336688740392,0.027883553743828383,0.6088882464393973,0.36987254628,0.00760563768
2008-01-31,0.1823472211880019,0.024834,0.01668177653297341,0.04750811816270022,0.03415915061328314,0.13558494832155954,2.1055547924861315,0.42344628312,0.01059312624
2008-02-29,0.17401449324466992,0.032316,0.03262480320880237,0.10575236876289552,0.04165997300314353,0.20858220934457608,2.9783408935591575,0.50659763688,0.0242933886
2008-03-31,0.013428694160265764,0.15861,0.0347138591622861,0.11730008449248303,0.051492132081744316,0.24648963056362952,2.642271253405139,0.52353455076,0.01599700212
2008-04-30,0.0,0.22608,0.052151602862285915,0.21152235677484454,0.06406107770799688,0.23082308538280427,1.100902590656184,0.62984942544,0.02814678012
2008-05-31,0.022295703427879312,0.358241,0.04249627302365382,0.17195998412414784,0.06983873819748392,0.19870618984155586,0.0,0.86393185896,0.0398352366
2008-06-30,0.0,0.343531,0.037195783864948394,0.22554476828505565,0.049667607716643136,0.1583785882036153,0.0,0.72986985168,0.01688880816
2008-07-31,0.0024303490425288433,0.343478,0.024367707823606363,0.21328146315418775,0.02736786547651765,0.10224226388591598,0.0,0.40437668232,0.00938308236
2008-08-31,1.4752793395135418e-07,0.249392,0.022981296672138513,0.2821084686556507,0.02067794280448,0.0583953998822741,0.0,0.29716753464,0.00661021932
2008-09-30,0.0008111152147732242,0.153101,0.020295882713670554,0.17820350435564467,0.016826169144821962,0.03290584726017405,0.0,0.27752929956,0.00514484508
2008-10-31,0.002771439795317662,0.039445999999999995,0.02609303471578649,0.1598968610341412,0.014292107526625882,0.02211071035328534,0.0,0.26958568836,0.0044158584
2008-11-30,0.08407541427315333,0.03066,0.01819450012969952,0.081610821300687,0.04703218363371922,0.020714337460203736,0.0,0.30608682852,0.00604528548
2008-12-31,0.0918267353970988,0.00713,0.01825323136689302,0.06634185581060181,0.05382346877048471,0.0414484374767591,0.9245522803226485,0.32818832316,0.00881444808
2009-01-31,0.07151883632379212,0.016165,0.026940404281621446,0.12220704776855817,0.05889159200687686,0.07746143342262812,1.115173145685345,0.39105756528,0.01455136356
2009-02-28,0.13274797571435193,0.036391,0.02954426551440146,0.07661668466413075,0.06994010066221176,0.1209033370879288,1.9615976927217562,0.46218618948,0.02475100968
2009-03-31,0.05128431545360731,0.19333799999999998,0.048042319020204706,0.15233904188851488,0.07227143735095215,0.1440312274926337,1.9453208579225167,0.56040820188,0.03639259392
2009-04-30,0.034375391727565874,0.23316099999999998,0.03966537056681674,0.14037145372084273,0.07693411072843294,0.14205246625455295,1.2636827335338148,0.72530844264,0.0468660726
2009-05-31,0.030519260547261083,0.298846,0.06663259101324669,0.25127484119767846,0.07308233706877491,0.11210099936880477,0.0,1.18459965456,0.0481735614
